#,eDep [MeV],  Block 1,  Block 2,  Block 3,  Block 4, Block 5
3.76488,  20.3762,  30.074,  1044.46,  183.457
3.31502,  25.9647,  27.0891,  0,  653.983
4.50101,  33.1789,  40.3368,  0,  600.079
0,  0,  0,  0,  0
0,  9.95761,  0,  0,  0
0,  10,  0,  0,  0
0,  10,  0,  0,  0
0,  9.71508,  0,  0,  0
0,  9.75289,  0,  0,  0
0,  10,  0,  0,  0
0,  9.93246,  0,  0,  0
0,  9.50876,  0,  0,  0
0,  5.22923,  0,  0,  0
0,  9.66139,  0,  0,  0
0,  0,  0,  0,  0
0,  9.75529,  0,  0,  0
0,  10,  0,  0,  0
0,  9.41767,  0,  0,  0
0,  9.27924,  0,  0,  0
0,  10,  0,  0,  0
0,  10,  0,  0,  0
0,  9.90834,  0,  0,  0
0,  6.00295,  0,  0,  0
0,  9.11697,  0,  0,  0.35773
0,  9.22966,  0,  0,  0
0,  9.90645,  0,  0,  0
0,  9.95545,  0,  0,  0
0,  9.95939,  0,  0,  0
0,  10,  0,  0,  0
0,  10,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  1.5081
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0.148166
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0.202132,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0.0123353
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0.488658
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0.177059
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0
0,  0,  0,  0,  0.656417
0,  0,  0,  0,  0
0,  0,  0,  0,  0
